,tdrop,trise,name,type,time,OK
0,303.57689999999997,378.332,tran_LayGtAttTlVt,Lay,Mon Nov  4 13:59:50 2024,True
1,298.3218,278.6332,tran_LayGtAttThVt,Lay,Mon Nov  4 13:59:44 2024,True
2,297.3655,334.29200000000003,tran_LayGtAttTtVt,Lay,Mon Nov  4 13:59:39 2024,True
